omega_rad_s,omega_reduced,temp_C,Gp_MPa,Gpp_MPa,tan_delta,aT
1.99526,0.000185958232,130,6.8389,0.57756,0.08445,9.32e-05
0.15849,0.00021047472,120,6.9098,0.61372,0.08882,0.001328
19.9526,0.00021620637359999999,140,7.0623,0.64448,0.09126,1.0836e-05
2.51189,0.00023410814800000002,130,6.9496,0.66109,0.09513,9.32e-05
0.19953,0.00026497584000000003,120,6.9899,0.72429,0.10362,0.001328
25.1189,0.00027218840039999997,140,7.184,0.76493,0.10648,1.0836e-05
3.16228,0.00029472449600000003,130,7.0691,0.77333,0.1094,9.32e-05
0.25119,0.00033358032,120,7.1022,0.84215,0.11858,0.001328
31.6228,0.0003426646608,140,7.2892,0.84964,0.11656,1.0836e-05
3.98107,0.000371035724,130,7.1841,0.87108,0.12125,9.32e-05
0.31623,0.00041995344,120,7.243,0.94868,0.13098,0.001328
39.8107,0.00043138874519999996,140,7.4026,0.96546,0.13042,1.0836e-05
5.01187,0.000467106284,130,7.2999,0.98314,0.13468,9.32e-05
0.39811,0.00052869008,120,7.3963,1.0532,0.1424,0.001328
50.1188,0.0005430873168,140,7.535,1.1223,0.14894,1.0836e-05
6.30958,0.0005880528560000001,130,7.471,1.1208,0.15002,9.32e-05
0.50119,0.0006655803200000001,120,7.5874,1.2169,0.16038,0.001328
63.0958,0.0006837060887999999,140,7.7061,1.256,0.16299,1.0836e-05
7.94329,0.000740314628,130,7.6427,1.2659,0.16564,9.32e-05
0.63096,0.0008379148799999999,120,7.7568,1.3505,0.1741,0.001328
79.4329,0.0008607349044,140,7.8662,1.4405,0.18313,1.0836e-05
10.0,0.000932,130,7.8509,1.4253,0.18154,9.32e-05
0.79433,0.00105487024,120,7.9857,1.502,0.18809,0.001328
100.0,0.0010835999999999999,140,8.0519,1.6105,0.20002,1.0836e-05
12.5893,0.00117332276,130,8.0627,1.6178,0.20066,9.32e-05
1.0,0.001328,120,8.2228,1.7097,0.20792,0.001328
15.8489,0.00147711748,130,8.2871,1.8161,0.21914,9.32e-05
1.25893,0.0016718590400000002,120,8.5017,1.9327,0.22733,0.001328
19.9526,0.00185958232,130,8.5747,2.0256,0.23622,9.32e-05
1.58489,0.00210473392,120,8.805,2.1507,0.24425,0.001328
25.1189,0.00234108148,130,8.8725,2.2816,0.25716,9.32e-05
1.99526,0.0026497052799999998,120,9.1487,2.4103,0.26346,0.001328
31.6228,0.0029472449600000004,130,9.1676,2.5676,0.28007,9.32e-05
2.51189,0.0033357899200000003,120,9.5454,2.703,0.28317,0.001328
0.1,0.0036,110,9.7445,2.9419,0.30191,0.036
39.8107,0.00371035724,130,9.5345,2.8442,0.29831,9.32e-05
3.16228,0.00419950784,120,9.9606,3.0353,0.30473,0.001328
0.12589,0.004532039999999999,110,9.9884,3.0872,0.30908,0.036
50.1188,0.00467107216,130,9.9315,3.1918,0.32138,9.32e-05
3.98107,0.00528686096,120,10.389,3.3783,0.32518,0.001328
0.15849,0.00570564,110,10.436,3.3668,0.32261,0.036
63.0958,0.00588052856,130,10.367,3.5592,0.34334,9.32e-05
5.01187,0.00665576336,120,10.864,3.7506,0.34522,0.001328
0.19953,0.00718308,110,10.937,3.7817,0.34576,0.036
79.4329,0.007403146280000001,130,10.851,3.9804,0.36682,9.32e-05
6.30958,0.00837912224,120,11.438,4.1804,0.3655,0.001328
0.25119,0.00904284,110,11.539,4.1814,0.36237,0.036
100.0,0.00932,130,11.425,4.4532,0.38976,9.32e-05
7.94329,0.01054868912,120,12.038,4.6646,0.38748,0.001328
0.31623,0.01138428,110,12.185,4.6425,0.381,0.036
10.0,0.01328,120,12.706,5.1683,0.40676,0.001328
0.39811,0.01433196,110,12.906,5.1599,0.39982,0.036
12.5893,0.0167185904,120,13.483,5.7586,0.42711,0.001328
0.50119,0.01804284,110,13.686,5.7041,0.41678,0.036
15.8489,0.0210473392,120,14.36,6.4317,0.4479,0.001328
0.63096,0.022714559999999998,110,14.564,6.3015,0.43267,0.036
19.9526,0.0264970528,120,15.263,7.1037,0.46542,0.001328
0.79433,0.028595879999999997,110,15.542,6.9546,0.44748,0.036
25.1189,0.0333578992,120,16.234,7.7967,0.48027,0.001328
1.0,0.036,110,16.604,7.6746,0.46222,0.036
31.6228,0.041995078400000004,120,17.405,8.6489,0.49693,0.001328
1.25893,0.04532148,110,17.83,8.4802,0.4756,0.036
39.8107,0.0528686096,120,18.677,9.5729,0.51256,0.001328
1.58489,0.057056039999999995,110,19.043,9.2831,0.48749,0.036
50.1188,0.0665577664,120,20.07,10.577,0.527,0.001328
1.99526,0.07182936,110,20.444,10.15,0.49649,0.036
63.0958,0.08379122239999999,120,21.622,11.607,0.53682,0.001328
2.51189,0.09042804,110,22.008,11.111,0.50487,0.036
0.1,0.1,100,24.742,12.948,0.52332,1.0
79.4329,0.1054868912,120,23.296,12.69,0.54471,0.001328
3.16228,0.11384207999999998,110,23.739,12.1,0.50973,0.036
0.12589,0.12589,100,26.525,13.6,0.51273,1.0
100.0,0.1328,120,25.121,13.889,0.55285,0.001328
3.98107,0.14331851999999998,110,25.562,13.131,0.5137,0.036
0.15849,0.15849,100,28.934,14.672,0.50709,1.0
5.01187,0.18042731999999997,110,27.465,14.189,0.51663,0.036
0.19953,0.19953,100,31.671,15.846,0.50033,1.0
6.30958,0.22714488,110,29.589,15.319,0.51772,0.036
0.25119,0.25119,100,34.381,16.9,0.49154,1.0
7.94329,0.28595844,110,31.925,16.518,0.51739,0.036
0.31623,0.31623,100,37.044,17.966,0.48499,1.0
10.0,0.36,110,34.346,17.702,0.51541,0.036
0.39811,0.39811,100,40.185,19.22,0.47829,1.0
12.5893,0.4532148,110,37.024,18.977,0.51256,0.036
0.50119,0.50119,100,43.412,20.374,0.46932,1.0
15.8489,0.5705604,110,40.006,20.313,0.50777,0.036
0.63096,0.63096,100,46.624,21.517,0.4615,1.0
19.9526,0.7182936,110,43.105,21.638,0.502,0.036
0.79433,0.79433,100,50.085,22.686,0.45295,1.0
25.1189,0.9042804,110,46.478,23.024,0.49538,0.036
1.0,1.0,100,53.843,23.896,0.4438,1.0
31.6228,1.1384208,110,50.068,24.451,0.48836,0.036
1.25893,1.25893,100,57.594,25.028,0.43456,1.0
39.8107,1.4331851999999998,110,53.85,25.857,0.48017,0.036
1.58489,1.58489,100,61.521,26.163,0.42526,1.0
50.1188,1.8042767999999998,110,57.785,27.257,0.4717,0.036
1.99526,1.99526,100,65.505,27.278,0.41643,1.0
63.0958,2.2714488,110,61.907,28.654,0.46286,0.036
2.51189,2.51189,100,69.785,28.368,0.40651,1.0
79.4329,2.8595843999999997,110,66.265,30.051,0.45349,0.036
0.1,2.88,90,73.572,32.425,0.44073,28.799999999999997
3.16228,3.16228,100,74.066,29.421,0.39722,1.0
100.0,3.5999999999999996,110,70.748,31.394,0.44374,0.036
0.12589,3.6256319999999995,90,79.785,33.008,0.41371,28.799999999999997
3.98107,3.98107,100,78.521,30.5,0.38843,1.0
0.15849,4.564512,90,86.429,33.663,0.38949,28.799999999999997
5.01187,5.01187,100,83.107,31.514,0.3792,1.0
0.19953,5.746464,90,92.692,34.374,0.37084,28.799999999999997
6.30958,6.30958,100,88.047,32.525,0.3694,1.0
0.25119,7.234272,90,99.698,35.06,0.35166,28.799999999999997
7.94329,7.94329,100,93.178,33.549,0.36005,1.0
0.31623,9.107424,90,106.07,35.785,0.33736,28.799999999999997
10.0,10.0,100,98.413,34.528,0.35085,1.0
0.39811,11.465568,90,111.83,36.299,0.3246,28.799999999999997
12.5893,12.5893,100,103.78,35.431,0.3414,1.0
0.50119,14.434272,90,117.95,36.969,0.31342,28.799999999999997
15.8489,15.8489,100,109.17,36.31,0.3326,1.0
0.63096,18.171647999999998,90,124.06,37.428,0.30169,28.799999999999997
19.9526,19.9526,100,114.57,37.167,0.32442,1.0
0.79433,22.876703999999997,90,130.22,38.035,0.29207,28.799999999999997
25.1189,25.1189,100,120.39,38.027,0.31586,1.0
1.0,28.799999999999997,90,136.22,38.467,0.2824,28.799999999999997
31.6228,31.6228,100,126.23,38.756,0.30703,1.0
1.25893,36.257184,90,142.21,38.892,0.27348,28.799999999999997
39.8107,39.8107,100,132.04,39.569,0.29968,1.0
1.58489,45.644831999999994,90,148.26,39.304,0.2651,28.799999999999997
50.1188,50.1188,100,137.98,40.279,0.29192,1.0
1.99526,57.463488,90,154.27,39.598,0.25668,28.799999999999997
63.0958,63.0958,100,143.97,40.88,0.28394,1.0
2.51189,72.342432,90,160.2,39.841,0.2487,28.799999999999997
79.4329,79.4329,100,149.95,41.546,0.27706,1.0
3.16228,91.073664,90,166.22,40.145,0.24151,28.799999999999997
100.0,100.0,100,156.08,42.06,0.26947,1.0
3.98107,114.65481599999998,90,172.34,40.406,0.23446,28.799999999999997
0.1,122.4,80,150.52,47.873,0.31804,1224.0
5.01187,144.34185599999998,90,178.46,40.621,0.22762,28.799999999999997
0.12589,154.08936,80,160.0,46.715,0.29197,1224.0
6.30958,181.715904,90,184.63,40.832,0.22116,28.799999999999997
0.15849,193.99176,80,170.56,45.716,0.26803,1224.0
7.94329,228.766752,90,190.62,41.061,0.21541,28.799999999999997
0.19953,244.22472000000002,80,179.78,45.012,0.25037,1224.0
10.0,288.0,90,196.83,41.233,0.20948,28.799999999999997
0.25119,307.45656,80,188.72,44.468,0.23563,1224.0
12.5893,362.57183999999995,90,203.24,41.433,0.20386,28.799999999999997
0.31623,387.06552,80,197.3,44.101,0.22353,1224.0
15.8489,456.44831999999997,90,209.64,41.547,0.19818,28.799999999999997
0.39811,487.28664000000003,80,205.02,43.58,0.21256,1224.0
19.9526,574.63488,90,215.95,41.766,0.19341,28.799999999999997
0.50119,613.4565600000001,80,212.64,43.477,0.20446,1224.0
25.1189,723.42432,90,222.17,41.847,0.18836,28.799999999999997
0.63096,772.29504,80,219.61,42.975,0.19569,1224.0
31.6228,910.73664,90,228.28,42.018,0.18406,28.799999999999997
0.79433,972.25992,80,226.56,42.665,0.18832,1224.0
39.8107,1146.5481599999998,90,234.41,42.093,0.17957,28.799999999999997
1.0,1224.0,80,233.13,42.412,0.18192,1224.0
50.1188,1443.4214399999998,90,240.46,42.182,0.17542,28.799999999999997
1.25893,1540.9303200000002,80,239.93,42.172,0.17577,1224.0
63.0958,1817.1590399999998,90,246.49,42.295,0.17159,28.799999999999997
1.58489,1939.90536,80,246.34,41.894,0.17006,1224.0
79.4329,2287.66752,90,252.73,42.391,0.16773,28.799999999999997
1.99526,2442.19824,80,252.72,41.693,0.16498,1224.0
0.1,2678.4,70,236.91,53.536,0.22597,26784.0
100.0,2879.9999999999995,90,258.8,42.349,0.16364,28.799999999999997
2.51189,3074.5533600000003,80,258.86,41.293,0.15952,1224.0
0.12589,3371.83776,70,248.86,50.587,0.20328,26784.0
3.16228,3870.63072,80,265.28,41.119,0.155,1224.0
0.15849,4244.99616,70,259.51,48.778,0.18796,26784.0
3.98107,4872.82968,80,271.3,40.815,0.15044,1224.0
0.19953,5344.211520000001,70,269.23,47.22,0.17539,26784.0
5.01187,6134.52888,80,277.18,40.645,0.14664,1224.0
0.25119,6727.872960000001,70,277.78,45.94,0.16538,26784.0
6.30958,7722.925920000001,80,283.15,40.411,0.14272,1224.0
0.31623,8469.90432,70,285.68,44.897,0.15716,26784.0
7.94329,9722.58696,80,289.04,40.241,0.13922,1224.0
0.39811,10662.97824,70,292.95,44.057,0.15039,26784.0
10.0,12240.0,80,294.93,40.089,0.13593,1224.0
0.50119,13423.87296,70,300.45,43.353,0.14429,26784.0
12.5893,15409.3032,80,300.88,39.941,0.13275,1224.0
0.63096,16899.63264,70,307.4,42.583,0.13853,26784.0
15.8489,19399.0536,80,306.91,39.775,0.1296,1224.0
0.79433,21275.33472,70,314.16,41.78,0.13299,26784.0
19.9526,24421.9824,80,312.8,39.67,0.12682,1224.0
1.0,26784.0,70,320.82,41.366,0.12894,26784.0
0.1,27587.519999999997,60,321.65,52.729,0.16393,275875.19999999995
25.1189,30745.5336,80,318.6,39.425,0.12375,1224.0
1.25893,33719.18112,70,327.04,40.865,0.12496,26784.0
0.12589,34729.928927999994,60,332.16,49.665,0.14952,275875.19999999995
31.6228,38706.3072,80,324.4,39.209,0.12087,1224.0
1.58489,42449.693759999995,70,333.29,40.37,0.12113,26784.0
0.15849,43723.46044799999,60,342.17,47.382,0.13847,275875.19999999995
39.8107,48728.2968,80,330.35,39.276,0.11889,1224.0
1.99526,53441.04384,70,339.39,39.881,0.11751,26784.0
0.19953,55045.37865599999,60,351.04,45.479,0.12955,275875.19999999995
50.1188,61345.4112,80,336.28,39.158,0.11644,1224.0
2.51189,67278.46176,70,345.2,39.225,0.11363,26784.0
0.25119,69297.09148799999,60,358.97,44.225,0.1232,275875.19999999995
63.0958,77229.2592,80,341.82,39.017,0.11414,1224.0
3.16228,84698.50752,70,350.96,38.915,0.11088,26784.0
0.31623,87240.01449599999,60,366.78,42.846,0.11682,275875.19999999995
79.4329,97225.8696,80,347.45,38.888,0.11193,1224.0
3.98107,106628.97888,70,356.77,38.565,0.10809,26784.0
0.39811,109828.67587199999,60,373.73,41.975,0.11232,275875.19999999995
100.0,122400.0,80,352.94,38.724,0.10972,1224.0
5.01187,134237.92608,70,362.46,38.131,0.1052,26784.0
0.50119,138265.891488,60,380.49,41.162,0.10818,275875.19999999995
6.30958,168995.79072000002,70,371.0,38.213,0.103,26784.0
0.63096,174066.21619199996,60,387.17,40.34,0.10419,275875.19999999995
7.94329,212753.07936,70,373.73,37.469,0.10026,26784.0
0.79433,219135.94761599996,60,393.67,39.54,0.10044,275875.19999999995
10.0,267840.0,70,379.25,37.189,0.09806,26784.0
1.0,275875.19999999995,60,399.79,38.92,0.09735,275875.19999999995
0.1,329472.0,50,404.02,48.767,0.12071,3294720.0
12.5893,337191.8112,70,384.8,36.953,0.09603,26784.0
1.25893,347307.56553599995,60,405.62,38.269,0.09435,275875.19999999995
0.12589,414772.3008,50,413.42,44.962,0.10876,3294720.0
15.8489,424496.9376,70,390.32,36.611,0.0938,26784.0
1.58489,437231.8457279999,60,411.26,37.918,0.0922,275875.19999999995
0.15849,522180.1728,50,422.06,43.068,0.10204,3294720.0
19.9526,534410.4384,70,395.76,36.417,0.09202,26784.0
1.99526,550442.751552,60,416.59,37.342,0.08964,275875.19999999995
0.19953,657395.4816,50,430.0,41.749,0.09709,3294720.0
25.1189,672784.6176,70,401.22,36.231,0.0903,26784.0
2.51189,692968.1561279999,60,422.07,36.712,0.08698,275875.19999999995
0.25119,827600.7168,50,437.15,40.443,0.09252,3294720.0
31.6228,846985.0752000001,70,406.21,36.008,0.08865,26784.0
3.16228,872394.6274559998,60,427.64,36.202,0.08466,275875.19999999995
0.31623,1041889.3056000001,50,443.95,39.508,0.08899,3294720.0
39.8107,1066289.7888,70,411.57,35.896,0.08722,26784.0
3.98107,1098278.482464,60,433.15,35.912,0.08291,275875.19999999995
0.39811,1311660.9792000002,50,449.84,38.579,0.08576,3294720.0
50.1188,1342381.9392,70,416.82,35.772,0.08582,26784.0
5.01187,1382650.6386239997,60,438.28,35.548,0.08111,275875.19999999995
0.50119,1651280.7168,50,456.35,37.823,0.08288,3294720.0
63.0958,1689957.9072,70,421.9,35.628,0.08445,26784.0
6.30958,1740656.6444159998,60,443.44,35.042,0.07902,275875.19999999995
0.63096,2078836.5311999999,50,461.97,37.051,0.0802,3294720.0
79.4329,2127530.7936,70,427.09,35.475,0.08306,26784.0
7.94329,2191356.7174079996,60,448.6,34.757,0.07748,275875.19999999995
0.79433,2617094.9376,50,467.78,36.402,0.07782,3294720.0
100.0,2678400.0,70,431.92,35.186,0.08146,26784.0
10.0,2758751.9999999995,60,453.82,34.521,0.07607,275875.19999999995
1.0,3294720.0,50,473.13,35.913,0.07591,3294720.0
12.5893,3473075.6553599993,60,458.91,34.194,0.07451,275875.19999999995
1.25893,4147821.8496000003,50,478.17,35.649,0.07455,3294720.0
15.8489,4372318.45728,60,464.0,33.845,0.07294,275875.19999999995
0.1,4609929.600000001,40,478.58,44.631,0.09326,46099296.0
1.58489,5221768.7808,50,483.42,34.904,0.0722,3294720.0
19.9526,5504427.515519999,60,468.95,33.65,0.07176,275875.19999999995
0.12589,5803440.37344,40,487.23,41.025,0.0842,46099296.0
1.99526,6573823.0272,50,488.6,34.52,0.07065,3294720.0
25.1189,6929681.561279999,60,473.85,33.44,0.07057,275875.19999999995
0.15849,7306277.42304,40,494.79,39.2,0.07923,46099296.0
2.51189,8275974.2208,50,493.56,33.923,0.06873,3294720.0
31.6228,8723946.274559999,60,478.83,33.457,0.06987,275875.19999999995
0.19953,9198192.53088,40,501.89,38.097,0.07591,46099296.0
3.16228,10418827.1616,50,498.42,33.442,0.0671,3294720.0
39.8107,10982784.824639997,60,483.47,33.167,0.0686,275875.19999999995
0.25119,11579682.16224,40,508.58,37.02,0.07279,46099296.0
3.98107,13116510.9504,50,503.32,33.114,0.06579,3294720.0
50.1188,13826533.973759998,60,488.16,33.063,0.06773,275875.19999999995
0.31623,14577980.37408,40,514.37,36.208,0.07039,46099296.0
5.01187,16512708.3264,50,508.18,32.758,0.06446,3294720.0
63.0958,17406566.444159996,60,492.75,33.001,0.06697,275875.19999999995
0.39811,18352590.73056,40,520.38,35.467,0.06816,46099296.0
6.30958,20788299.417600002,50,512.77,32.427,0.06324,3294720.0
79.4329,21913567.174079996,60,497.31,32.84,0.06604,275875.19999999995
0.50119,23104506.162240002,40,525.66,34.731,0.06607,46099296.0
7.94329,26170916.4288,50,517.42,32.185,0.0622,3294720.0
100.0,27587519.999999996,60,501.8,32.626,0.06502,275875.19999999995
0.63096,29086811.80416,40,530.98,34.149,0.06431,46099296.0
10.0,32947200.0,50,522.32,31.964,0.0612,3294720.0
0.79433,36618053.79168,40,536.11,33.696,0.06285,46099296.0
12.5893,41478218.496,50,527.14,31.697,0.06013,3294720.0
1.0,46099296.0,40,541.27,33.352,0.06162,46099296.0
15.8489,52217687.808,50,531.72,31.478,0.0592,3294720.0
1.25893,58035786.71328001,40,546.02,32.889,0.06023,46099296.0
19.9526,65738230.272,50,536.28,31.363,0.05848,3294720.0
1.58489,73062313.23743999,40,551.08,32.473,0.05893,46099296.0
0.1,76320000.0,30,543.29,43.16,0.07944,763200000.0
25.1189,82759742.208,50,540.83,31.262,0.0578,3294720.0
1.99526,91980081.33696,40,555.71,32.208,0.05796,46099296.0
0.12589,96079248.0,30,552.25,39.051,0.07071,763200000.0
31.6228,104188271.61600001,50,545.48,31.306,0.05739,3294720.0
2.51189,115796360.62944001,40,560.34,31.685,0.05655,46099296.0
0.15849,120959568.0,30,559.91,37.447,0.06688,763200000.0
39.8107,131165109.504,50,549.67,31.113,0.0566,3294720.0
3.16228,145778881.75488,40,564.85,31.341,0.05549,46099296.0
0.19953,152281296.0,30,566.72,36.248,0.06396,763200000.0
50.1188,165127412.736,50,553.98,31.01,0.05598,3294720.0
3.98107,183524524.32672,40,569.29,30.96,0.05438,46099296.0
0.25119,191708208.00000003,30,572.95,35.331,0.06167,763200000.0
63.0958,207882994.176,50,558.05,30.939,0.05544,3294720.0
5.01187,231043678.64352,40,573.77,30.758,0.05361,46099296.0
0.31623,241346736.0,30,578.65,34.673,0.05992,763200000.0
79.4329,261709164.28800002,50,562.47,30.804,0.05476,3294720.0
6.30958,290867196.05568004,40,578.38,30.539,0.0528,46099296.0
0.39811,303837552.0,30,584.34,33.982,0.05815,763200000.0
100.0,329472000.0,50,566.61,30.584,0.05398,3294720.0
7.94329,366180076.92384,40,582.77,30.302,0.052,46099296.0
0.50119,382508208.0,30,589.48,33.465,0.05677,763200000.0
10.0,460992960.0,40,587.02,30.157,0.05137,46099296.0
0.63096,481548672.0,30,594.61,32.906,0.05534,763200000.0
12.5893,580357867.1328,40,591.61,30.071,0.05083,46099296.0
0.79433,606232656.0,30,599.52,32.357,0.05397,763200000.0
15.8489,730623132.3744,40,596.05,29.888,0.05014,46099296.0
1.0,763200000.0,30,604.28,32.289,0.05343,763200000.0
19.9526,919800813.3696,40,600.21,29.813,0.04967,46099296.0
1.25893,960815376.0000001,30,608.78,31.708,0.05209,763200000.0
25.1189,1157963606.2944,40,604.59,29.806,0.0493,46099296.0
1.58489,1209588048.0,30,613.42,31.459,0.05129,763200000.0
31.6228,1457788817.5488,40,608.63,29.85,0.04904,46099296.0
1.99526,1522782432.0,30,618.21,31.331,0.05068,763200000.0
0.1,1537833600.0,20,605.24,42.865,0.07082,15378336000.0
39.8107,1835245243.2671998,40,613.08,29.758,0.04854,46099296.0
2.51189,1917074448.0000002,30,622.83,30.766,0.0494,763200000.0
0.12589,1935978719.04,20,614.01,38.593,0.06285,15378336000.0
50.1188,2310441396.3648,40,617.15,29.703,0.04813,46099296.0
3.16228,2413452096.0,30,627.13,30.502,0.04864,763200000.0
0.15849,2437312472.64,20,621.76,36.94,0.05941,15378336000.0
63.0958,2908671960.5568,40,621.33,29.727,0.04784,46099296.0
3.98107,3038352624.0,30,631.64,30.337,0.04803,763200000.0
0.19953,3068439382.0800004,20,628.52,35.884,0.05709,15378336000.0
79.4329,3661800769.2384,40,625.25,29.61,0.04736,46099296.0
5.01187,3825059184.0,30,635.94,30.087,0.04731,763200000.0
0.25119,3862884219.84,20,634.81,34.97,0.05509,15378336000.0
100.0,4609929600.0,40,629.04,29.448,0.04681,46099296.0
6.30958,4815471456.0,30,640.39,29.976,0.04681,763200000.0
0.31623,4863091193.28,20,640.55,34.33,0.05359,15378336000.0
7.94329,6062318928.0,30,644.57,29.838,0.04629,763200000.0
0.39811,6122269344.96,20,645.89,33.601,0.05202,15378336000.0
10.0,7632000000.0,30,648.92,29.703,0.04577,763200000.0
0.50119,7707468219.84,20,651.09,33.283,0.05112,15378336000.0
12.5893,9608153760.0,30,653.16,29.681,0.04544,763200000.0
0.63096,9703114882.56,20,656.13,32.849,0.05006,15378336000.0
15.8489,12095880480.0,30,657.39,29.558,0.04496,763200000.0
0.79433,12215473634.88,20,660.79,32.428,0.04907,15378336000.0
19.9526,15227824320.0,30,661.71,29.546,0.04465,763200000.0
1.0,15378336000.0,20,665.89,32.256,0.04844,15378336000.0
25.1189,19170744480.0,30,665.71,29.515,0.04434,763200000.0
1.25893,19360248540.480003,20,670.55,31.882,0.04755,15378336000.0
31.6228,24134520960.0,30,669.68,29.655,0.04428,763200000.0
1.58489,24372970943.039997,20,675.2,31.513,0.04667,15378336000.0
39.8107,30383526239.999996,30,674.04,29.512,0.04378,763200000.0
1.99526,30683778687.36,20,679.82,31.338,0.0461,15378336000.0
0.1,38131200000.0,10,667.29,43.401,0.06504,381312000000.0
50.1188,38250668160.0,30,678.11,29.58,0.04362,763200000.0
2.51189,38628688415.04,20,684.33,30.934,0.0452,15378336000.0
0.12589,48003367680.0,10,676.52,39.154,0.05788,381312000000.0
63.0958,48154714560.0,30,682.01,29.701,0.04355,763200000.0
3.16228,48630604366.08,20,688.81,30.774,0.04468,15378336000.0
0.15849,60434138880.0,10,684.14,37.472,0.05477,381312000000.0
79.4329,60623189280.0,30,685.76,29.612,0.04318,763200000.0
3.98107,61222232099.52,20,693.04,30.571,0.04411,15378336000.0
0.19953,76083183360.0,10,690.96,36.562,0.05291,381312000000.0
100.0,76320000000.0,30,689.56,29.453,0.04271,763200000.0
5.01187,77074220848.32,20,697.51,30.463,0.04367,15378336000.0
0.25119,95781761280.00002,10,697.56,35.693,0.05117,381312000000.0
6.30958,97030841258.88,20,701.84,30.326,0.04321,15378336000.0
0.31623,120582293760.0,10,703.14,35.052,0.04985,381312000000.0
7.94329,122154582565.44,20,706.38,30.308,0.04291,15378336000.0
0.39811,151804120320.0,10,708.73,34.462,0.04863,381312000000.0
10.0,153783360000.0,20,710.63,30.205,0.0425,15378336000.0
0.50119,191109761280.0,10,713.91,33.988,0.04761,381312000000.0
12.5893,193602485404.8,20,715.03,30.194,0.04223,15378336000.0
0.63096,240592619520.0,10,719.41,33.635,0.04675,381312000000.0
15.8489,243729709430.4,20,719.44,30.068,0.04179,15378336000.0
0.79433,302887560960.0,10,724.26,33.363,0.04606,381312000000.0
19.9526,306837786873.6,20,723.66,30.186,0.04171,15378336000.0
1.0,381312000000.0,10,729.49,33.375,0.04575,381312000000.0
25.1189,386286884150.4,20,727.96,30.16,0.04143,15378336000.0
1.25893,480045116160.00006,10,734.28,32.778,0.04464,381312000000.0
31.6228,486306043660.80005,20,732.26,30.611,0.0418,15378336000.0
1.58489,604337575680.0,10,739.04,32.649,0.04418,381312000000.0
39.8107,612222320995.2,20,736.41,30.487,0.0414,15378336000.0
1.99526,760816581120.0,10,743.8,32.642,0.04389,381312000000.0
50.1188,770743746316.8,20,740.5,30.594,0.04132,15378336000.0
2.51189,957813799680.0001,10,748.34,32.078,0.04287,381312000000.0
63.0958,970308412588.7999,20,744.73,30.602,0.04109,15378336000.0
0.1,1200844800000.0,0,731.61,46.314,0.0633,12008448000000.0
3.16228,1205815311360.0,10,752.93,31.951,0.04244,381312000000.0
79.4329,1221545825654.4001,20,748.55,30.753,0.04108,15378336000.0
0.12589,1511743518720.0,0,740.96,41.887,0.05653,12008448000000.0
3.98107,1518029763840.0,10,757.59,31.877,0.04208,381312000000.0
100.0,1537833600000.0,20,752.3,30.61,0.04069,15378336000.0
0.15849,1903218923520.0,0,748.42,39.655,0.05299,12008448000000.0
5.01187,1911086173440.0,10,762.0,31.7,0.0416,381312000000.0
0.19953,2396045629440.0,0,756.15,38.407,0.05079,12008448000000.0
6.30958,2405918568960.0,10,766.6,31.648,0.04128,381312000000.0
0.25119,3016402053120.0005,0,762.73,37.722,0.04946,12008448000000.0
7.94329,3028871796480.0,10,771.26,31.651,0.04104,381312000000.0
0.31623,3797431511040.0,0,768.71,37.323,0.04855,12008448000000.0
10.0,3813120000000.0,10,775.79,31.717,0.04088,381312000000.0
0.39811,4780683233280.0,0,774.76,36.662,0.04732,12008448000000.0
12.5893,4800451161600.0,10,780.19,31.561,0.04045,381312000000.0
0.50119,6018514053120.0,0,780.25,36.237,0.04644,12008448000000.0
15.8489,6043375756800.0,10,784.63,31.666,0.04036,381312000000.0
0.63096,7576850350080.0,0,785.71,35.729,0.04547,12008448000000.0
19.9526,7608165811200.0,10,789.16,31.749,0.04023,381312000000.0
0.79433,9538670499840.0,0,790.95,35.441,0.04481,12008448000000.0
25.1189,9578137996800.0,10,793.54,31.953,0.04027,381312000000.0
1.0,12008448000000.0,0,796.16,35.492,0.04458,12008448000000.0
31.6228,12058153113600.0,10,798.13,32.588,0.04083,381312000000.0
1.25893,15117795440640.002,0,801.35,35.225,0.04396,12008448000000.0
39.8107,15180297638399.998,10,802.58,32.461,0.04045,381312000000.0
1.58489,19032069150720.0,0,806.57,35.017,0.04342,12008448000000.0
50.1188,19110899865600.0,10,806.91,32.798,0.04065,381312000000.0
1.99526,23959975956480.0,0,811.49,35.014,0.04315,12008448000000.0
63.0958,24059185689600.0,10,811.32,32.904,0.04056,381312000000.0
2.51189,30163900446720.004,0,816.53,34.354,0.04207,12008448000000.0
79.4329,30288717964800.0,10,815.59,33.244,0.04076,381312000000.0
3.16228,37974074941440.0,0,821.5,34.385,0.04186,12008448000000.0
100.0,38131200000000.0,10,819.78,33.388,0.04073,381312000000.0
3.98107,47806472079360.0,0,826.66,34.343,0.04154,12008448000000.0
0.1,48960000000000.0,-10,805.11,49.27,0.0612,489600000000000.0
5.01187,60184780277760.0,0,831.25,34.469,0.04147,12008448000000.0
0.12589,61635744000000.0,-10,814.57,44.819,0.05502,489600000000000.0
6.30958,75768263331840.0,0,836.17,34.518,0.04128,12008448000000.0
0.15849,77596704000000.0,-10,823.01,42.804,0.05201,489600000000000.0
7.94329,95386584913920.0,0,840.95,34.706,0.04127,12008448000000.0
0.19953,97689888000000.0,-10,830.78,41.901,0.05044,489600000000000.0
